PROGRAM,Year,Period,Week Ending,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Zip Code,Region,watershed_code,Watershed,Commodity,Data Item,Domain,Domain Category,Value,CV (%)
CENSUS,2021,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, ORGANIC, PROCESSING - OPERATIONS WITH SALES",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),18,24.9
CENSUS,2021,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, ORGANIC, PROCESSING - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
CENSUS,2021,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, ORGANIC, PROCESSING - SALES, MEASURED IN CWT",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"11,440",(H)
CENSUS,2019,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"5,158",22.4
CENSUS,2019,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, ORGANIC - OPERATIONS WITH AREA HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),580,2.7
CENSUS,2019,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, ORGANIC - OPERATIONS WITH SALES",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),580,2.7
CENSUS,2019,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, ORGANIC - PRODUCTION, MEASURED IN CWT",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"1,461,988",28.5
CENSUS,2019,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, ORGANIC - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"320,793,584",30.4
CENSUS,2019,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, ORGANIC - SALES, MEASURED IN CWT",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"1,461,266",28.5
CENSUS,2019,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, ORGANIC, FRESH MARKET - OPERATIONS WITH SALES",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),568,2.8
CENSUS,2019,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, ORGANIC, FRESH MARKET - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"294,996,931",33
CENSUS,2019,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, ORGANIC, FRESH MARKET - SALES, MEASURED IN CWT",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"1,250,324",31.8
CENSUS,2019,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, ORGANIC, PROCESSING - OPERATIONS WITH SALES",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),30,34.8
CENSUS,2019,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, ORGANIC, PROCESSING - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"25,796,653",67.1
CENSUS,2019,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, ORGANIC, PROCESSING - SALES, MEASURED IN CWT",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"210,942",48.8
CENSUS,2017,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,STRAWBERRIES - ACRES BEARING,AREA GROWN,AREA GROWN: (0.1 TO 0.9 ACRES),"1,086",14
CENSUS,2017,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,STRAWBERRIES - ACRES BEARING,AREA GROWN,AREA GROWN: (1.0 TO 4.9 ACRES),"3,596",12.3
CENSUS,2017,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,STRAWBERRIES - ACRES BEARING,AREA GROWN,AREA GROWN: (100 OR MORE ACRES), (D),(D)
CENSUS,2017,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,STRAWBERRIES - ACRES BEARING,AREA GROWN,AREA GROWN: (15.0 TO 24.9 ACRES),"2,087",12.2
CENSUS,2017,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,STRAWBERRIES - ACRES BEARING,AREA GROWN,AREA GROWN: (25.0 TO 49.9 ACRES),"3,000",21.1
CENSUS,2017,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,STRAWBERRIES - ACRES BEARING,AREA GROWN,AREA GROWN: (5.0 TO 14.9 ACRES),"3,786",21.6
CENSUS,2017,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,STRAWBERRIES - ACRES BEARING,AREA GROWN,AREA GROWN: (50.0 TO 99.9 ACRES), (D),(D)
CENSUS,2017,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,STRAWBERRIES - ACRES BEARING,TOTAL,NOT SPECIFIED,"58,117",4.3
CENSUS,2017,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,STRAWBERRIES - ACRES GROWN,AREA GROWN,AREA GROWN: (0.1 TO 0.9 ACRES),"1,333",13.6
CENSUS,2017,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,STRAWBERRIES - ACRES GROWN,AREA GROWN,AREA GROWN: (1.0 TO 4.9 ACRES),"4,132",11.4
CENSUS,2017,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,STRAWBERRIES - ACRES GROWN,AREA GROWN,AREA GROWN: (100 OR MORE ACRES),"40,380",7.1
CENSUS,2017,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,STRAWBERRIES - ACRES GROWN,AREA GROWN,AREA GROWN: (15.0 TO 24.9 ACRES),"2,337",11.2
CENSUS,2017,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,STRAWBERRIES - ACRES GROWN,AREA GROWN,AREA GROWN: (25.0 TO 49.9 ACRES),"3,234",20.6
CENSUS,2017,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,STRAWBERRIES - ACRES GROWN,AREA GROWN,AREA GROWN: (5.0 TO 14.9 ACRES),"4,331",17.8
CENSUS,2017,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,STRAWBERRIES - ACRES GROWN,AREA GROWN,AREA GROWN: (50.0 TO 99.9 ACRES),"4,416",33.2
CENSUS,2017,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,STRAWBERRIES - ACRES GROWN,TOTAL,NOT SPECIFIED,"60,162",4.1
CENSUS,2017,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,STRAWBERRIES - ACRES NON-BEARING,AREA GROWN,AREA GROWN: (0.1 TO 0.9 ACRES),246,15.5
CENSUS,2017,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,STRAWBERRIES - ACRES NON-BEARING,AREA GROWN,AREA GROWN: (1.0 TO 4.9 ACRES),536,23.4
CENSUS,2017,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,STRAWBERRIES - ACRES NON-BEARING,AREA GROWN,AREA GROWN: (100 OR MORE ACRES), (D),(D)
CENSUS,2017,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,STRAWBERRIES - ACRES NON-BEARING,AREA GROWN,AREA GROWN: (15.0 TO 24.9 ACRES),250,10.5
CENSUS,2017,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,STRAWBERRIES - ACRES NON-BEARING,AREA GROWN,AREA GROWN: (25.0 TO 49.9 ACRES),235,58.3
CENSUS,2017,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,STRAWBERRIES - ACRES NON-BEARING,AREA GROWN,AREA GROWN: (5.0 TO 14.9 ACRES),544,23.1
CENSUS,2017,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,STRAWBERRIES - ACRES NON-BEARING,AREA GROWN,AREA GROWN: (50.0 TO 99.9 ACRES), (D),(D)
CENSUS,2017,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,STRAWBERRIES - ACRES NON-BEARING,TOTAL,NOT SPECIFIED,"2,045",11
CENSUS,2017,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA BEARING,AREA GROWN,AREA GROWN: (0.1 TO 0.9 ACRES),"4,934",8.7
CENSUS,2017,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA BEARING,AREA GROWN,AREA GROWN: (1.0 TO 4.9 ACRES),"2,011",12.3
CENSUS,2017,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA BEARING,AREA GROWN,AREA GROWN: (100 OR MORE ACRES),130,14.8
CENSUS,2017,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA BEARING,AREA GROWN,AREA GROWN: (15.0 TO 24.9 ACRES),129,10.8
CENSUS,2017,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA BEARING,AREA GROWN,AREA GROWN: (25.0 TO 49.9 ACRES),96,22.3
CENSUS,2017,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA BEARING,AREA GROWN,AREA GROWN: (5.0 TO 14.9 ACRES),562,24.5
CENSUS,2017,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA BEARING,AREA GROWN,AREA GROWN: (50.0 TO 99.9 ACRES),63,29.9
CENSUS,2017,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA BEARING,TOTAL,NOT SPECIFIED,"7,925",7.6
CENSUS,2017,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA GROWN,AREA GROWN,AREA GROWN: (0.1 TO 0.9 ACRES),"5,874",10.4
CENSUS,2017,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA GROWN,AREA GROWN,AREA GROWN: (1.0 TO 4.9 ACRES),"2,107",11.5
CENSUS,2017,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA GROWN,AREA GROWN,AREA GROWN: (100 OR MORE ACRES),130,14.8
CENSUS,2017,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA GROWN,AREA GROWN,AREA GROWN: (15.0 TO 24.9 ACRES),129,10.8
CENSUS,2017,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA GROWN,AREA GROWN,AREA GROWN: (25.0 TO 49.9 ACRES),96,22.3
CENSUS,2017,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA GROWN,AREA GROWN,AREA GROWN: (5.0 TO 14.9 ACRES),565,24.4
CENSUS,2017,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA GROWN,AREA GROWN,AREA GROWN: (50.0 TO 99.9 ACRES),63,29.9
CENSUS,2017,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA GROWN,TOTAL,NOT SPECIFIED,"8,964",8.5
CENSUS,2017,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA NON-BEARING,AREA GROWN,AREA GROWN: (0.1 TO 0.9 ACRES),"1,426",17.8
CENSUS,2017,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA NON-BEARING,AREA GROWN,AREA GROWN: (1.0 TO 4.9 ACRES),572,14.2
CENSUS,2017,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA NON-BEARING,AREA GROWN,AREA GROWN: (100 OR MORE ACRES),3,0.8
CENSUS,2017,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA NON-BEARING,AREA GROWN,AREA GROWN: (15.0 TO 24.9 ACRES),47,24.3
CENSUS,2017,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA NON-BEARING,AREA GROWN,AREA GROWN: (25.0 TO 49.9 ACRES),24,46.7
CENSUS,2017,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA NON-BEARING,AREA GROWN,AREA GROWN: (5.0 TO 14.9 ACRES),211,19.7
CENSUS,2017,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA NON-BEARING,AREA GROWN,AREA GROWN: (50.0 TO 99.9 ACRES),5,0.8
